Timestamp,Upload,Download
2016-12-16T08:30:01.785348,41259575.02006589,39974863.01717082
2016-12-16T08:50:01.427318,48986617.36994629,38298598.00599201
2016-12-16T09:10:01.893882,29366694.7203896,44096087.35561337
2016-12-16T09:30:02.263514,26448239.960834958,29132231.805742882
2016-12-16T09:50:01.846401,44824103.774899684,38629600.89964726
2016-12-16T10:10:02.215966,28206158.557745066,39926818.84741577
2016-12-16T10:30:02.054670,41547063.663919896,39905828.38769386
2016-12-16T10:50:01.542937,37819530.74736124,39523498.9438854
2016-12-16T11:10:02.266451,43030736.00557741,39442801.82522297
2016-12-16T11:30:01.340497,37362291.48264176,40299678.9013881
2016-12-16T11:50:02.130908,6407268.569713853,41075993.84756909
2016-12-16T12:10:02.122932,28461394.94781299,37103355.415812105
2016-12-16T12:30:01.983945,43249310.662184745,38300482.168599635
2016-12-16T12:50:01.350233,5156282.337770756,42273282.26710226
2016-12-16T13:10:02.063979,31651763.5734483,24805838.997019187
2016-12-16T13:30:02.190661,13744432.357305063,37938485.28452974
2016-12-16T13:50:01.946469,12166450.890706927,35546581.139726065
2016-12-16T14:10:01.694113,25672166.464388646,37023720.46837188
2016-12-16T14:30:02.159964,24535029.261677954,27610556.57841783
2016-12-16T14:50:01.843658,21391075.764036484,35419136.469074965
2016-12-16T15:10:01.957496,21652228.365861565,41175486.49582913
2016-12-16T15:30:01.685228,39926166.632262394,34507803.84595856
2016-12-16T15:50:01.856729,32673234.59572783,32489855.503006373
2016-12-16T16:10:01.836459,19654466.896082733,15995992.698360685
2016-12-16T16:30:01.659259,27265874.716282226,15115230.628696365
2016-12-16T16:50:01.839365,27680591.542642724,24634598.914401546
2016-12-16T17:10:01.576590,18197192.58283094,22218294.097362902
2016-12-16T17:30:02.064399,14376627.855241064,24252829.69214445
2016-12-16T17:50:02.301351,17361209.56871332,14564953.913705593
2016-12-16T18:10:01.570165,21800783.07370328,43829117.28157336
2016-12-16T18:30:01.426739,31196893.515226025,30729665.807126265
2016-12-16T18:50:01.661387,32069558.85184667,25948445.195646044
2016-12-16T19:10:01.657920,26805071.043800395,32764530.56793743
